game_id,game,round,phase,season_code,team_id_a,team_id_b,fast_break_points_a,fast_break_points_b,turnover_points_a,turnover_points_b,second_chance_points_a,second_chance_points_b,defensive_rebounds_a,offensive_rebounds_b,offensive_rebounds_a,defensive_rebounds_b,turnovers_starters_a,turnovers_bench_a,turnovers_starters_b,turnovers_bench_b,steals_starters_a,steals_bench_a,steals_starters_b,steals_bench_b,assists_starters_a,assists_bench_a,assists_starters_b,assists_bench_b,points_starters_a,points_bench_a,points_starters_b,points_bench_b,max_a,minute_prev_a,prev_a,minute_str_a,str_a,max_b,minute_prev_b,prev_b,minute_str_b,str_b,max_lead_a,max_lead_b,minute_max_lead_a,minute_max_lead_b,points_max_lead_a,points_max_lead_b
E2023_017,PAM-ULK,2,REGULAR SEASON,E2023,PAM,ULK,6,2,8,12,18,10,28,12,14,20,6,6,4,5,2,2,5,1,9,8,10,3,35,42,46,28,11,6,11-9,10,22-9,7,17,36-21,19,36-28,15,1,17,38,36-21,70-71
E2023_018,ZAL-RED,2,REGULAR SEASON,E2023,ZAL,RED,7,4,18,4,12,16,24,20,10,21,4,4,5,5,3,2,2,1,13,4,3,10,51,28,23,51,13,33,54-63,36,67-63,12,9,19-13,13,19-25,10,9,6,31,17-7,50-59
E2023_019,IST-ASV,3,REGULAR SEASON,E2023,IST,ASV,18,6,6,23,8,6,27,7,7,17,10,6,8,5,4,3,3,3,15,5,7,8,62,27,31,53,10,23,48-40,25,58-40,8,6,14-7,7,14-15,21,2,26,12,63-42,24-26
E2023_020,MIL-OLY,3,REGULAR SEASON,E2023,MIL,OLY,6,2,14,15,4,8,22,11,7,20,9,5,6,9,5,2,4,2,13,1,8,4,55,10,37,16,9,32,44-45,35,53-45,7,18,29-25,20,29-32,14,3,40,20,65-51,29-32
E2023_021,ULK-PAN,3,REGULAR SEASON,E2023,ULK,PAN,10,3,16,14,9,10,23,10,11,18,6,7,10,3,5,1,4,1,16,4,6,5,49,34,34,35,10,4,4-6,6,14-6,11,33,72-47,36,72-58,25,2,33,2,72-47,2-4
E2023_022,PAR-BAR,3,REGULAR SEASON,E2023,PAR,BAR,2,11,10,11,11,21,24,16,9,26,4,2,3,4,2,1,4,0,9,2,22,2,58,25,56,36,6,1,0-2,3,6-2,10,3,8-4,6,8-14,4,11,3,31,8-4,60-71
E2023_023,MAD-ZAL,3,REGULAR SEASON,E2023,MAD,ZAL,2,0,13,9,7,7,28,11,7,21,7,6,4,6,3,3,3,2,11,15,6,8,50,43,39,40,11,14,33-30,16,44-30,6,20,53-43,22,53-49,18,1,34,1,83-65,0-1
E2023_024,BAS-MUN,3,REGULAR SEASON,E2023,BAS,MUN,9,5,19,21,7,13,21,14,12,29,6,8,6,7,6,1,3,4,10,5,8,9,33,35,38,38,8,22,45-44,24,53-44,10,33,64-59,37,64-69,10,8,28,40,62-52,68-76
E2023_025,RED-MCO,3,REGULAR SEASON,E2023,RED,MCO,10,6,25,12,17,22,14,12,16,23,5,5,9,5,3,6,2,3,9,10,19,4,34,42,49,33,10,7,13-14,10,23-14,8,15,29-23,16,29-31,9,8,10,40,23-14,74-82
E2023_026,PAM-TEL,3,REGULAR SEASON,E2023,PAM,TEL,19,6,23,15,7,7,24,8,11,19,8,8,9,6,4,4,0,2,10,10,13,5,39,36,49,17,14,25,36-40,29,50-40,8,3,6-4,5,6-12,12,6,35,5,60-48,6-12
E2023_027,VIR-BER,3,REGULAR SEASON,E2023,VIR,BER,2,2,18,9,11,2,21,7,8,25,4,6,10,7,5,4,3,3,14,7,10,2,57,30,42,34,7,8,20-11,10,27-11,5,13,32-16,15,32-21,18,0,19,0,42-24,
E2023_028,ULK-ASV,4,REGULAR SEASON,E2023,ULK,ASV,24,18,17,14,21,12,22,11,15,20,7,1,6,6,7,1,3,1,18,4,14,6,57,44,58,28,9,21,42-57,23,51-57,9,13,25-34,15,25-43,17,18,40,15,101-84,25-43
E2023_029,OLY-PAR,4,REGULAR SEASON,E2023,OLY,PAR,11,4,25,17,9,15,20,10,18,21,11,2,8,10,6,4,4,4,11,6,9,8,52,46,59,35,8,4,5-8,6,13-8,13,19,49-39,23,49-52,12,14,15,29,43-31,53-67
E2023_030,MAD-MIL,4,REGULAR SEASON,E2023,MAD,MIL,7,0,29,18,9,11,21,14,7,17,8,7,9,9,1,4,4,2,13,8,6,4,37,51,47,24,10,30,67-61,33,77-61,7,3,5-4,4,5-11,17,9,35,17,80-63,30-39
E2023_031,BAS-ZAL,4,REGULAR SEASON,E2023,BAS,ZAL,8,7,14,6,14,4,21,6,12,33,1,4,4,6,2,4,0,1,12,5,13,8,72,10,52,47,12,14,25-38,18,37-38,12,9,14-18,12,14-30,0,18,0,26,,44-62
E2023_032,IST-PAM,4,REGULAR SEASON,E2023,IST,PAM,10,15,11,9,12,6,25,7,9,27,5,4,5,4,5,0,4,0,14,9,7,11,51,26,32,41,8,9,13-15,11,21-15,7,1,0-0,3,0-7,7,9,40,24,73-66,41-50
E2023_033,MCO-BER,4,REGULAR SEASON,E2023,MCO,BER,0,0,18,25,8,8,26,12,7,19,4,10,9,5,6,1,1,5,15,9,6,10,42,44,32,43,12,2,0-3,7,12-3,6,17,42-32,19,42-38,16,3,27,2,62-46,0-3
E2023_034,BAR-MUN,4,REGULAR SEASON,E2023,BAR,MUN,2,4,17,5,13,11,31,12,11,25,1,4,9,3,2,5,1,4,10,12,1,11,36,62,23,36,15,24,52-35,28,67-35,5,4,13-2,5,13-7,41,0,39,0,96-55,
E2023_035,PAN-TEL,4,REGULAR SEASON,E2023,PAN,TEL,8,19,18,25,14,10,26,12,13,30,6,12,12,8,4,9,8,5,11,7,16,8,31,50,63,23,7,25,35-47,28,42-47,8,3,9-7,6,9-15,3,15,1,20,3-0,24-39
E2023_036,VIR-RED,4,REGULAR SEASON,E2023,VIR,RED,0,8,22,18,10,11,29,13,6,22,12,7,5,7,3,0,8,3,11,12,8,9,41,44,45,34,12,14,26-22,16,38-22,11,10,26-11,14,26-22,16,0,16,0,38-22,
E2023_037,BER-MIL,5,REGULAR SEASON,E2023,BER,MIL,0,0,15,10,16,13,23,11,11,20,6,5,7,5,3,4,3,1,16,2,9,8,52,33,60,22,7,14,17-23,15,24-23,10,8,12-10,11,12-20,7,12,5,25,10-3,40-52
E2023_038,OLY-IST,5,REGULAR SEASON,E2023,OLY,IST,15,7,12,7,13,5,30,12,9,23,6,4,4,6,2,5,2,3,14,7,8,6,47,28,36,21,7,26,48-38,28,55-38,7,38,75-50,40,75-57,25,0,38,0,75-50,
E2023_039,PAR-RED,5,REGULAR SEASON,E2023,PAR,RED,6,7,17,17,17,7,23,8,9,20,10,4,11,4,5,3,5,4,12,5,8,14,51,37,51,35,10,1,0-0,4,10-0,10,12,26-15,15,26-25,15,13,7,32,17-2,55-68
E2023_040,MAD-BAR,5,REGULAR SEASON,E2023,MAD,BAR,2,2,19,13,14,10,29,14,19,29,10,5,7,7,2,3,8,0,11,6,8,4,38,27,43,21,16,15,16-30,21,32-30,7,13,16-23,15,16-30,14,14,32,15,55-41,16-30
E2023_041,MCO-TEL,5,REGULAR SEASON,E2023,MCO,TEL,0,0,12,14,16,25,21,22,14,13,2,7,5,8,5,3,1,3,9,14,3,15,61,46,32,47,11,20,50-38,22,61-38,5,4,7-2,5,7-7,33,2,35,1,96-63,0-2
E2023_042,ASV-VIR,5,REGULAR SEASON,E2023,ASV,VIR,5,8,13,24,8,4,19,7,8,20,9,6,9,5,6,0,8,0,15,6,15,7,50,34,62,25,10,12,20-25,15,30-25,8,9,18-15,11,18-23,5,5,15,4,30-25,6-11
E2023_043,MUN-ULK,5,REGULAR SEASON,E2023,MUN,ULK,7,6,19,15,13,13,26,17,13,31,6,3,8,3,4,1,4,1,6,6,3,7,41,26,42,34,10,19,32-41,22,42-41,8,12,22-21,13,22-29,6,11,9,31,20-14,47-58
E2023_044,PAN-BAS,5,REGULAR SEASON,E2023,PAN,BAS,8,18,13,12,13,12,27,10,15,22,6,7,7,5,2,3,5,2,8,7,12,4,25,70,43,38,9,8,17-22,11,26-22,5,7,15-15,8,15-20,14,5,39,4,90-76,3-8
E2023_045,ZAL-PAM,5,REGULAR SEASON,E2023,ZAL,PAM,12,19,19,13,6,4,21,4,6,27,9,5,5,8,4,3,3,2,9,6,8,7,50,22,38,49,6,24,32-61,25,38-61,10,11,15-22,14,15-32,0,29,0,24,,32-61
E2023_046,MIL-MCO,6,REGULAR SEASON,E2023,MIL,MCO,5,6,9,15,12,15,23,9,9,24,7,7,8,4,5,2,5,2,14,4,7,4,43,23,46,26,8,1,0-0,3,8-0,7,20,37-34,23,37-41,8,6,3,36,8-0,57-63
E2023_047,RED-MUN,6,REGULAR SEASON,E2023,RED,MUN,9,4,19,12,15,4,25,13,12,27,6,5,8,9,5,6,7,1,2,15,16,4,38,36,55,13,10,27,43-56,30,53-56,8,20,33-35,23,33-43,6,14,40,25,74-68,38-52
E2023_048,TEL-MAD,6,REGULAR SEASON,E2023,TEL,MAD,8,9,10,23,16,10,25,10,16,27,9,6,4,3,2,2,4,4,9,2,18,11,43,27,59,40,11,25,43-60,27,54-60,15,33,65-79,37,65-94,0,30,0,38,,66-96
E2023_049,ZAL-ASV,6,REGULAR SEASON,E2023,ZAL,ASV,9,8,11,16,14,8,17,7,12,19,6,5,3,6,3,1,2,5,14,1,13,11,50,38,38,53,8,3,8-6,5,16-6,8,30,80-70,33,80-78,13,3,29,40,78-65,88-91
E2023_050,ULK-OLY,6,REGULAR SEASON,E2023,ULK,OLY,12,11,14,15,4,3,19,7,6,22,2,7,6,5,5,1,2,0,14,8,19,3,48,31,48,29,10,1,3-1,4,13-1,9,22,48-37,25,48-46,16,0,9,0,29-13,
E2023_051,BAR-PAN,6,REGULAR SEASON,E2023,BAR,PAN,2,0,20,14,22,12,29,7,13,22,2,12,9,3,5,4,3,1,7,3,5,10,33,47,36,36,8,12,23-22,14,31-22,14,32,75-47,37,75-61,28,0,32,0,75-47,
E2023_052,BAS-PAR,6,REGULAR SEASON,E2023,BAS,PAR,9,15,14,12,20,2,22,2,16,24,6,4,6,7,2,5,2,4,13,5,11,6,45,39,55,28,15,12,23-29,16,38-29,11,24,55-50,26,55-61,9,8,16,29,38-29,58-66
E2023_053,PAM-BER,6,REGULAR SEASON,E2023,PAM,BER,12,6,22,11,7,9,24,10,12,23,6,10,10,7,4,6,4,5,6,12,8,5,36,43,39,32,11,36,63-67,39,74-67,8,21,43-39,23,43-47,10,4,40,23,79-69,43-47
