game_id,game,date,time,round,phase,season_code,score_a,score_b,team_a,team_b,team_id_a,team_id_b,coach_a,coach_b,game_time,remaining_partial_time,referee_1,referee_2,referee_3,stadium,capacity,w_id,fouls_a,fouls_b,timeouts_a,timeouts_b,score_quarter_1_a,score_quarter_2_a,score_quarter_3_a,score_quarter_4_a,score_quarter_1_b,score_quarter_2_b,score_quarter_3_b,score_quarter_4_b,score_extra_time_1_a,score_extra_time_2_a,score_extra_time_3_a,score_extra_time_4_a,score_extra_time_1_b,score_extra_time_2_b,score_extra_time_3_b,score_extra_time_4_b
E2023_138,PAM-VIR,2023-12-21,20:30:00,16,REGULAR SEASON,E2023,79,71,VALENCIA BASKET,VIRTUS SEGAFREDO BOLOGNA,PAM,VIR,"MUMBRU, ALEX","BANCHI, LUCA",40:00,00:00,"HORDOV, TOMISLAV","VYKLICKY, ROBERT","PITSILKAS, VASSILIS",PABELLON FUENTE DE SAN LUIS,6087,80,17,21,1,4,26,37,60,79,21,47,54,71,,,,,,,,
E2023_139,BER-ULK,2023-12-22,20:15:00,16,REGULAR SEASON,E2023,82,91,ALBA BERLIN,FENERBAHCE BEKO ISTANBUL,BER,ULK,"GONZALEZ, ISRAEL","JASIKEVICIUS, SARAS",40:00,00:00,"DIFALLAH, MEHDI","FOUFIS, IOANNIS","BALAK, AMIT",MERCEDES-BENZ ARENA,13112,80,17,18,2,3,26,47,59,82,24,51,72,91,,,,,,,,
E2023_140,IST-BAS,2023-12-22,18:15:00,16,REGULAR SEASON,E2023,80,87,ANADOLU EFES ISTANBUL,BASKONIA VITORIA-GASTEIZ,IST,BAS,"CAN, ERDEM","IVANOVIC, DUSKO",40:00,00:00,"BELOSEVIC, ILIJA","PEERANDI, RAIN","BISSUEL, THOMAS",SINAN ERDEM SPORTS HALL,11406,80,18,19,5,4,17,36,60,80,17,36,57,87,,,,,,,,
E2023_141,MIL-PAN,2023-12-22,20:45:00,16,REGULAR SEASON,E2023,68,76,EA7 EMPORIO ARMANI MILAN,PANATHINAIKOS AKTOR ATHENS,MIL,PAN,"MESSINA, ETTORE","ATAMAN, HALIL ERGIN",40:00,00:00,"JAVOR, DAMIR","NEDOVIC, MILAN","BOUBERT, MAXIME",MEDIOLANUM FORUM ,11686,80,19,17,4,2,24,41,56,68,22,41,59,76,,,,,,,,
E2023_142,MUN-MCO,2023-12-22,20:30:00,16,REGULAR SEASON,E2023,80,91,FC BAYERN MUNICH,AS MONACO,MUN,MCO,"LASO, PABLO","OBRADOVIC, SASA",40:00,00:00,"PUKL,SASA","SUKYS, ARTURAS","HALLIKO, AARE",BMW PARK,6500,80,28,17,4,4,14,31,60,80,17,46,67,91,,,,,,,,
E2023_143,ASV-OLY,2023-12-22,19:45:00,16,REGULAR SEASON,E2023,73,85,LDLC ASVEL VILLEURBANNE,OLYMPIACOS PIRAEUS,ASV,OLY,"POZZECCO, GIANMARCO","BARTZOKAS, GEORGIOS",40:00,00:00,"LATISEVS, OLEGS","PANTHER, ANNE","SHEMMESH, SEFFI",LDLC ARENA,8488,80,15,24,2,1,18,37,57,73,25,49,71,85,,,,,,,,
E2023_144,ZAL-BAR,2023-12-22,19:00:00,16,REGULAR SEASON,E2023,80,85,ZALGIRIS KAUNAS,FC BARCELONA,ZAL,BAR,"MAKSVYTIS, KAZYS","GRIMAU, ROGER",40:00,00:00,"PATERNICO, CARMELO","PETEK, SASO","THEPENIER, HUGUES",ZALGIRIO ARENA,14953,80,21,22,3,2,22,51,73,80,28,56,70,85,,,,,,,,
E2023_145,IST-ULK,2023-12-28,18:30:00,17,REGULAR SEASON,E2023,84,89,ANADOLU EFES ISTANBUL,FENERBAHCE BEKO ISTANBUL,IST,ULK,"CAN, ERDEM","JASIKEVICIUS, SARAS",40:00,00:00,"RADOVIC, SRETEN","NIKOLIC, UROS","PETEK, SASO",SINAN ERDEM SPORTS HALL,15041,80,15,17,5,2,29,52,68,84,29,47,69,89,,,,,,,,
E2023_146,MIL-BAS,2023-12-28,20:30:00,17,REGULAR SEASON,E2023,76,67,EA7 EMPORIO ARMANI MILAN,BASKONIA VITORIA-GASTEIZ,MIL,BAS,"MESSINA, ETTORE","IVANOVIC, DUSKO",40:00,00:00,"DIFALLAH, MEHDI","VILIUS, GYTIS","RADOJKOVIC, JOSIP",MEDIOLANUM FORUM ,12016,80,24,18,2,3,20,46,60,76,12,31,48,67,,,,,,,,
E2023_147,MUN-PAM,2023-12-28,20:30:00,17,REGULAR SEASON,E2023,85,84,FC BAYERN MUNICH,VALENCIA BASKET,MUN,PAM,"LASO, PABLO","MUMBRU, ALEX",40:00,00:00,"BELOSEVIC, ILIJA","RACYS, SAULIUS","HADZIC, DENIS",BMW PARK,6500,80,19,23,4,5,16,38,60,85,16,39,62,84,,,,,,,,
E2023_148,ASV-MAD,2023-12-28,20:00:00,17,REGULAR SEASON,E2023,76,77,LDLC ASVEL VILLEURBANNE,REAL MADRID,ASV,MAD,"POZZECCO, GIANMARCO","MATEO, CHUS",40:00,00:00,"PASTUSIAK, PIOTR","LAURINAVICIUS, JURGIS","CELIK, HUSEYIN",LDLC ARENA,11524,80,23,16,5,5,19,39,57,76,18,33,51,77,,,,,,,,
E2023_149,ZAL-TEL,2023-12-28,19:00:00,17,REGULAR SEASON,E2023,70,78,ZALGIRIS KAUNAS,MACCABI PLAYTIKA TEL AVIV,ZAL,TEL,"MAKSVYTIS, KAZYS","KATTASH, ODED",40:00,00:00,"JAVOR, DAMIR","CORTES, CARLOS","SILVA, SERGIO",ZALGIRIO ARENA,14979,80,18,16,3,3,18,33,49,70,16,32,61,78,,,,,,,,
E2023_150,PAN-RED,2023-12-28,20:15:00,17,REGULAR SEASON,E2023,82,65,PANATHINAIKOS AKTOR ATHENS,CRVENA ZVEZDA MERIDIANBET BELGRADE,PAN,RED,"ATAMAN, ERGIN","SFAIROPOULOS, IOANNIS",40:00,00:00,"LOTTERMOSER, ROBERT","BISSANG, JOSEPH","MAJKIC, MARIO",OAKA Altion,18124,80,15,23,2,5,20,38,61,82,17,31,50,65,,,,,,,,
E2023_151,BER-OLY,2023-12-29,20:00:00,17,REGULAR SEASON,E2023,67,94,ALBA BERLIN,OLYMPIACOS PIRAEUS,BER,OLY,"GONZALEZ, ISRAEL","BARTZOKAS, GEORGIOS",40:00,00:00,"HORDOV, TOMISLAV","KOLJENSIC, MILOS","KONSTANTINOVS, KRISTAPS",MERCEDES-BENZ ARENA,11265,80,20,12,2,1,25,43,51,67,19,40,67,94,,,,,,,,
E2023_152,MCO-BAR,2023-12-29,21:00:00,17,REGULAR SEASON,E2023,91,71,AS MONACO,FC BARCELONA,MCO,BAR,"OBRADOVIC, SASA","GRIMAU, ROGER",40:00,00:00,"ROCHA, FERNANDO","KARDUM, LUKA","PEER, ADAR",SALLE GASTON MEDECIN,5000,80,20,17,3,5,27,47,67,91,15,36,52,71,,,,,,,,
E2023_153,PAR-VIR,2023-12-28,18:30:00,17,REGULAR SEASON,E2023,75,77,PARTIZAN MOZZART BET BELGRADE,VIRTUS SEGAFREDO BOLOGNA,PAR,VIR,"OBRADOVIC, ZELJKO","BANCHI, LUCA",40:00,00:00,"MOGULKOC, EMIN","SUKYS, ARTURAS","UDYANSKYY, EDUARD",STARK ARENA,20086,80,21,21,5,4,18,36,55,75,23,41,60,77,,,,,,,,
E2023_154,ULK-RED,2024-01-02,18:45:00,18,REGULAR SEASON,E2023,76,85,FENERBAHCE BEKO ISTANBUL,CRVENA ZVEZDA MERIDIANBET BELGRADE,ULK,RED,"JASIKEVICIUS, SARAS","SFAIROPOULOS, IOANNIS",40:00,00:00,"ZAMOJSKI, JAKUB","DRAGOJEVIC, IGOR","BOUBERT, MAXIME",ULKER SPORTS AND EVENT HALL,8153,80,28,23,5,3,26,35,57,76,18,34,57,85,,,,,,,,
E2023_155,TEL-MCO,2024-01-02,20:05:00,18,REGULAR SEASON,E2023,93,83,MACCABI PLAYTIKA TEL AVIV,AS MONACO,TEL,MCO,"KATTASH, ODED","OBRADOVIC, SASA",40:00,00:00,"BELOSEVIC, ILIJA","NEDOVIC, MILAN","RACYS, SAULIUS",ALEKSANDAR NIKOLIC HALL,0,80,23,18,3,5,22,49,64,93,12,35,54,83,,,,,,,,
E2023_156,OLY-MIL,2024-01-02,20:15:00,18,REGULAR SEASON,E2023,79,74,OLYMPIACOS PIRAEUS,EA7 EMPORIO ARMANI MILAN,OLY,MIL,"BARTZOKAS, GEORGIOS","MESSINA, ETTORE",40:00,00:00,"LOTTERMOSER, ROBERT","PUKL,SASA","KARDUM, LUKA",PEACE AND FRIENDSHIP STADIUM,12117,80,17,16,2,3,18,40,63,79,19,35,50,74,,,,,,,,
E2023_157,PAR-ASV,2024-01-02,20:45:00,18,REGULAR SEASON,E2023,90,77,PARTIZAN MOZZART BET BELGRADE,LDLC ASVEL VILLEURBANNE,PAR,ASV,"OBRADOVIC, ZELJKO","POZZECCO, GIANMARCO",40:00,00:00,"PEREZ, MIGUEL ANGEL","FOUFIS, IOANNIS","VILIUS, GYTIS",STARK ARENA,20012,80,18,17,4,2,23,50,69,90,17,31,45,77,,,,,,,,
E2023_158,ZAL-BER,2024-01-02,19:00:00,18,REGULAR SEASON,E2023,77,71,ZALGIRIS KAUNAS,ALBA BERLIN,ZAL,BER,"TRINCHIERI, ANDREA","GONZALEZ, ISRAEL",40:00,00:00,"PERUGA, CARLOS","PETEK, SASO","UDYANSKYY, EDUARD",ZALGIRIO ARENA,14715,80,21,21,4,2,22,48,61,77,25,41,52,71,,,,,,,,
E2023_159,BAR-MAD,2024-01-03,21:00:00,18,REGULAR SEASON,E2023,83,78,FC BARCELONA,REAL MADRID,BAR,MAD,"GRIMAU, ROGER","MATEO, CHUS",40:00,00:00,"MOGULKOC, EMIN","DIFALLAH, MEHDI","KONSTANTINOVS, KRISTAPS",PALAU BLAUGRANA,7596,80,17,14,3,5,21,45,60,83,25,47,62,78,,,,,,,,
E2023_160,BAS-PAN,2024-01-03,20:30:00,18,REGULAR SEASON,E2023,75,73,BASKONIA VITORIA-GASTEIZ,PANATHINAIKOS AKTOR ATHENS,BAS,PAN,"IVANOVIC, DUSKO","ATAMAN, ERGIN",40:00,00:00,"PATERNICO, CARMELO","PANTHER, ANNE","THEPENIER, HUGUES",BUESA ARENA,12719,80,23,22,4,5,13,26,50,75,12,37,53,73,,,,,,,,
E2023_161,PAM-IST,2024-01-03,19:30:00,18,REGULAR SEASON,E2023,93,88,VALENCIA BASKET,ANADOLU EFES ISTANBUL,PAM,IST,"MUMBRU, ALEX","CAN, ERDEM",40:00,00:00,"JAVOR, DAMIR","BISSANG, JOSEPH","SUKYS, ARTURAS",PABELLON FUENTE DE SAN LUIS,6901,80,15,19,3,4,18,43,71,93,18,45,66,88,,,,,,,,
E2023_162,VIR-MUN,2024-01-03,20:30:00,18,REGULAR SEASON,E2023,85,83,VIRTUS SEGAFREDO BOLOGNA,FC BAYERN MUNICH,VIR,MUN,"BANCHI, LUCA","LASO, PABLO",40:00,00:00,"NIKOLIC, UROS","MAJKIC, MARIO","BAENA, ALBERTO",VIRTUS SEGAFREDO ARENA,9678,80,19,21,4,4,22,42,65,85,24,46,69,83,,,,,,,,
E2023_163,RED-PAR,2024-01-04,20:00:00,19,REGULAR SEASON,E2023,88,72,CRVENA ZVEZDA MERIDIANBET BELGRADE,PARTIZAN MOZZART BET BELGRADE,RED,PAR,"SFAIROPOULOS, IOANNIS","OBRADOVIC, ZELJKO",40:00,00:00,"ROCHA, FERNANDO","PERUGA, CARLOS","PASTUSIAK, PIOTR",STARK ARENA,20143,80,23,21,4,5,24,50,65,88,13,29,48,72,,,,,,,,
E2023_164,ASV-ZAL,2024-01-04,20:00:00,19,REGULAR SEASON,E2023,93,79,LDLC ASVEL VILLEURBANNE,ZALGIRIS KAUNAS,ASV,ZAL,"POZZECCO, GIANMARCO","TRINCHIERI, ANDREA",40:00,00:00,"GARCIA, JUAN CARLOS","ZAMOJSKI, JAKUB","PEER, ADAR",ASTROBALLE,5560,80,20,24,4,5,23,51,72,93,17,43,59,79,,,,,,,,
E2023_165,ULK-TEL,2024-01-04,18:45:00,19,REGULAR SEASON,E2023,109,74,FENERBAHCE BEKO ISTANBUL,MACCABI PLAYTIKA TEL AVIV,ULK,TEL,"JASIKEVICIUS, SARUNAS","KATTACHE, DAVID ODED",40:00,00:00,"LOTTERMOSER, ROBERT","VILIUS, GYTIS","KOWALSKI, MARCIN",KALNAPILIO ARENA,2938,80,19,18,2,3,22,57,80,109,22,31,48,74,,,,,,,,
E2023_166,OLY-MCO,2024-01-04,20:15:00,19,REGULAR SEASON,E2023,75,73,OLYMPIACOS PIRAEUS,AS MONACO,OLY,MCO,"BARTZOKAS, GEORGIOS","OBRADOVIC, SASA",40:00,00:00,"LATISEVS, OLEGS","PEERANDI, RAIN","ROSSI, MICHELE",PEACE AND FRIENDSHIP STADIUM,12237,80,18,20,2,5,17,34,56,75,21,36,58,73,,,,,,,,
E2023_167,BER-VIR,2024-01-05,19:00:00,19,REGULAR SEASON,E2023,68,83,ALBA BERLIN,VIRTUS SEGAFREDO BOLOGNA,BER,VIR,"GONZALEZ, ISRAEL","BANCHI, LUCA",40:00,00:00,"ALIAGA, JORDI","TRAWICKI, TOMASZ","JURAS, MARKO",MERCEDES-BENZ ARENA,9589,80,16,19,1,4,9,27,51,68,26,48,63,83,,,,,,,,
E2023_168,MIL-MUN,2024-01-05,20:30:00,19,REGULAR SEASON,E2023,76,62,EA7 EMPORIO ARMANI MILAN,FC BAYERN MUNICH,MIL,MUN,"MESSINA, ETTORE","LASO BIURRUN, PABLO",40:00,00:00,"MOGULKOC, EMIN","HORDOV, TOMISLAV","CORTES, CARLOS",FORUM,10573,80,25,16,2,3,19,34,50,76,12,27,47,62,,,,,,,,
E2023_169,BAR-BAS,2024-01-05,20:30:00,19,REGULAR SEASON,E2023,89,85,FC BARCELONA,BASKONIA VITORIA-GASTEIZ,BAR,BAS,"GRIMAU, ROGER","IVANOVIC, DUSKO",40:00,00:00,"JAVOR, DAMIR","KOLJENSIC, MILOS","LEZCANO, LEANDRO",PALAU BLAUGRANA,4971,80,16,20,4,4,24,47,62,89,23,42,68,85,,,,,,,,
E2023_170,MAD-IST,2024-01-05,20:45:00,19,REGULAR SEASON,E2023,130,126,REAL MADRID,ANADOLU EFES ISTANBUL,MAD,IST,"MATEO, CHUS","CAN, ERDEM",60:00,00:00,"BOLTAUZER, MATEJ","VYKLICKY, ROBERT","SILVA, SERGIO",WIZINK CENTER,8221,80,24,26,6,8,25,38,64,81,18,36,61,81,91.0,102.0,111.0,130.0,91.0,102.0,111.0,126.0
E2023_171,PAM-PAN,2024-01-05,20:30:00,19,REGULAR SEASON,E2023,81,82,VALENCIA BASKET,PANATHINAIKOS AKTOR ATHENS,PAM,PAN,"MUMBRU, ALEX","ATAMAN, ERGIN",40:00,00:00,"DIFALLAH, MEHDI","JOVCIC, MILIVOJE","SHEMMESH, SEFFI",PABELLON FUENTE DE SAN LUIS,6056,80,24,17,5,3,23,47,69,81,22,47,66,82,,,,,,,,
E2023_172,ULK-PAR,2024-01-09,18:30:00,20,REGULAR SEASON,E2023,91,76,FENERBAHCE BEKO ISTANBUL,PARTIZAN MOZZART BET BELGRADE,ULK,PAR,"JASIKEVICIUS, SARAS","OBRADOVIC, ZELJKO",40:00,00:00,"DIFALLAH, MEHDI","NEDOVIC, MILAN","ALIAGA, JORDI",ULKER SPORTS AND EVENT HALL,9374,80,23,20,4,5,19,43,68,91,31,48,64,76,,,,,,,,
E2023_173,MCO-BAS,2024-01-09,19:00:00,20,REGULAR SEASON,E2023,93,83,AS MONACO,BASKONIA VITORIA-GASTEIZ,MCO,BAS,"OBRADOVIC, SASA","IVANOVIC, DUSKO",40:00,00:00,"LOTTERMOSER, ROBERT","NIKOLIC, UROS","SUKYS, ARTURAS",SALLE GASTON MEDECIN,4102,80,22,21,3,4,21,43,71,93,22,39,59,83,,,,,,,,
E2023_174,PAN-IST,2024-01-09,20:15:00,20,REGULAR SEASON,E2023,83,76,PANATHINAIKOS AKTOR ATHENS,ANADOLU EFES ISTANBUL,PAN,IST,"ATAMAN, ERGIN","CAN, ERDEM",40:00,00:00,"BELOSEVIC, ILIJA","PERUGA, CARLOS","VILIUS, GYTIS",OAKA Altion,15422,80,16,21,2,5,25,51,68,83,14,35,57,76,,,,,,,,
E2023_175,ASV-RED,2024-01-09,20:30:00,20,REGULAR SEASON,E2023,100,91,LDLC ASVEL VILLEURBANNE,CRVENA ZVEZDA MERIDIANBET BELGRADE,ASV,RED,"POUPET, PIERRIC","SFAIROPOULOS, IOANNIS",40:00,00:00,"JAVOR, DAMIR","PATERNICO, CARMELO","RACYS, SAULIUS",ASTROBALLE,5476,80,20,25,1,5,25,48,70,100,25,45,67,91,,,,,,,,
E2023_176,PAM-ZAL,2024-01-09,20:30:00,20,REGULAR SEASON,E2023,79,84,VALENCIA BASKET,ZALGIRIS KAUNAS,PAM,ZAL,"MUMBRU, ALEX","TRINCHIERI, ANDREA",40:00,00:00,"MOGULKOC, EMIN","FOUFIS, IOANNIS","KARDUM, LUKA",PABELLON FUENTE DE SAN LUIS,5987,80,20,22,4,4,21,42,64,79,27,48,62,84,,,,,,,,
E2023_177,MIL-BER,2024-01-09,20:30:00,20,REGULAR SEASON,E2023,82,76,EA7 EMPORIO ARMANI MILAN,ALBA BERLIN,MIL,BER,"MESSINA, ETTORE","GONZALEZ NUNEZ, ISRAEL",40:00,00:00,"GARCIA, JUAN CARLOS","PEERANDI, RAIN","MAJKIC, MARIO",FORUM,8720,80,16,16,2,0,16,37,60,82,17,35,58,76,,,,,,,,
E2023_178,MUN-MAD,2024-01-09,20:00:00,20,REGULAR SEASON,E2023,71,92,FC BAYERN MUNICH,REAL MADRID,MUN,MAD,"LASO, PABLO","MATEO, CHUS",40:00,00:00,"RADOVIC, SRETEN","PUKL,SASA","SHEMMESH, SEFFI",BMW PARK,0,80,20,11,3,1,18,36,53,71,24,45,64,92,,,,,,,,
E2023_179,BAR-OLY,2024-01-10,20:30:00,20,REGULAR SEASON,E2023,86,78,FC BARCELONA,OLYMPIACOS PIRAEUS,BAR,OLY,"GRIMAU, ROGER","BARTZOKAS, GEORGIOS",40:00,00:00,"BOLTAUZER, MATEJ","JOVCIC, MILIVOJE","ZAMOJSKI, JAKUB",PALAU BLAUGRANA,6053,80,19,18,4,5,27,44,75,86,20,41,63,78,,,,,,,,
E2023_180,TEL-VIR,2024-01-10,21:00:00,20,REGULAR SEASON,E2023,95,78,MACCABI PLAYTIKA TEL AVIV,VIRTUS SEGAFREDO BOLOGNA,TEL,VIR,"KATTASH, ODED","BANCHI, LUCA",40:00,00:00,"ROCHA, FERNANDO","PEREZ, EMILIO","BISSANG, JOSEPH",ALEKSANDAR NIKOLIC HALL,0,80,20,21,2,4,18,46,70,95,21,45,60,78,,,,,,,,
E2023_181,ULK-MUN,2024-01-11,18:45:00,21,REGULAR SEASON,E2023,98,91,FENERBAHCE BEKO ISTANBUL,FC BAYERN MUNICH,ULK,MUN,"JASIKEVICIUS, SARAS","LASO, PABLO",45:00,00:00,"GARCIA, JUAN CARLOS","PERUGA, CARLOS","UDYANSKYY, EDUARD",ULKER SPORTS AND EVENT HALL,9622,90,19,25,4,5,22,38,57,81,22,39,59,81,98.0,,,,91.0,,,
E2023_182,PAN-MCO,2024-01-11,20:15:00,21,REGULAR SEASON,E2023,88,63,PANATHINAIKOS AKTOR ATHENS,AS MONACO,PAN,MCO,"ATAMAN, ERGIN","OBRADOVIC, SASA",40:00,00:00,"PEREZ, MIGUEL ANGEL","HORDOV, TOMISLAV","SILVA, SERGIO",OAKA Altion,17141,80,15,16,2,2,27,43,64,88,12,30,44,63,,,,,,,,
E2023_183,MIL-RED,2024-01-11,20:30:00,21,REGULAR SEASON,E2023,62,76,EA7 EMPORIO ARMANI MILAN,CRVENA ZVEZDA MERIDIANBET BELGRADE,MIL,RED,"MESSINA, ETTORE","SFAIROPOULOS, IOANNIS",40:00,00:00,"LATISEVS, OLEGS","ALIAGA, JORDI","KOWALSKI, MARCIN",FORUM,9358,80,21,25,4,4,15,31,47,62,23,47,57,76,,,,,,,,
E2023_184,MAD-PAM,2024-01-11,20:45:00,21,REGULAR SEASON,E2023,96,86,REAL MADRID,VALENCIA BASKET,MAD,PAM,"MATEO, CHUS","MUMBRU, ALEX",45:00,00:00,"LOTTERMOSER, ROBERT","KOLJENSIC, MILOS","NIKOLIC, UROS",WIZINK CENTER,8264,90,18,25,3,6,16,35,58,82,24,40,55,82,96.0,,,,86.0,,,
E2023_185,IST-VIR,2024-01-12,18:30:00,21,REGULAR SEASON,E2023,99,75,ANADOLU EFES ISTANBUL,VIRTUS SEGAFREDO BOLOGNA,IST,VIR,"CAN, ERDEM","BANCHI, LUCA",40:00,00:00,"DIFALLAH, MEHDI","NEDOVIC, MILAN","CORTES, CARLOS",SINAN ERDEM SPORTS HALL,8904,80,20,22,1,5,26,50,73,99,15,29,54,75,,,,,,,,
E2023_186,ASV-BER,2024-01-12,21:00:00,21,REGULAR SEASON,E2023,63,88,LDLC ASVEL VILLEURBANNE,ALBA BERLIN,ASV,BER,"POUPET, PIERRIC","GONZALEZ, ISRAEL",40:00,00:00,"MOGULKOC, EMIN","VYKLICKY, ROBERT","BAENA, ALBERTO",ASTROBALLE,5560,80,16,17,3,0,20,37,50,63,19,41,62,88,,,,,,,,
E2023_187,BAR-ZAL,2024-01-12,20:30:00,21,REGULAR SEASON,E2023,91,73,FC BARCELONA,ZALGIRIS KAUNAS,BAR,ZAL,"GRIMAU, ROGER","TRINCHIERI, ANDREA",40:00,00:00,"PATERNICO, CARMELO","DRAGOJEVIC, IGOR","THEPENIER, HUGUES",PALAU BLAUGRANA,6655,80,22,21,3,5,26,44,68,91,12,37,57,73,,,,,,,,
E2023_188,BAS-OLY,2024-01-12,20:30:00,21,REGULAR SEASON,E2023,80,69,BASKONIA VITORIA-GASTEIZ,OLYMPIACOS PIRAEUS,BAS,OLY,"IVANOVIC, DUSKO","BARTZOKAS, GEORGIOS",40:00,00:00,"ROCHA, FERNANDO","PASTUSIAK, PIOTR","KONSTANTINOVS, KRISTAPS",BUESA ARENA,10174,80,14,14,2,4,14,33,59,80,17,32,49,69,,,,,,,,
E2023_189,PAR-TEL,2024-01-12,20:30:00,21,REGULAR SEASON,E2023,88,79,PARTIZAN MOZZART BET BELGRADE,MACCABI PLAYTIKA TEL AVIV,PAR,TEL,"OBRADOVIC, ZELJKO","KATTASH, ODED",40:00,00:00,"BOLTAUZER, MATEJ","ZAMOJSKI, JAKUB","PEERANDI, RAIN",STARK ARENA,20066,80,23,24,2,5,11,36,67,88,29,52,67,79,,,,,,,,
E2023_190,BER-MUN,2024-01-18,20:00:00,22,REGULAR SEASON,E2023,65,82,ALBA BERLIN,FC BAYERN MUNICH,BER,MUN,"GONZALEZ, ISRAEL","LASO, PABLO",40:00,00:00,"PEREZ, MIGUEL ANGEL","NIKOLIC, UROS","RADOJKOVIC, JOSIP",MERCEDES-BENZ ARENA,10229,80,15,18,3,1,19,30,51,65,19,43,66,82,,,,,,,,
E2023_191,RED-BAS,2024-01-18,19:00:00,22,REGULAR SEASON,E2023,90,91,CRVENA ZVEZDA MERIDIANBET BELGRADE,BASKONIA VITORIA-GASTEIZ,RED,BAS,"SFAIROPOULOS, IOANNIS","IVANOVIC, DUSKO",40:00,00:00,"BOLTAUZER, MATEJ","NEDOVIC, MILAN","CELIK, HUSEYIN",STARK ARENA,20270,80,16,22,5,4,30,52,62,90,20,43,69,91,,,,,,,,
E2023_192,VIR-ASV,2024-01-18,20:30:00,22,REGULAR SEASON,E2023,73,63,VIRTUS SEGAFREDO BOLOGNA,LDLC ASVEL VILLEURBANNE,VIR,ASV,"BANCHI, LUCA","POUPET, PIERRIC",40:00,00:00,"PERUGA, CARLOS","PEERANDI, RAIN","SILVA, SERGIO",VIRTUS SEGAFREDO ARENA,7820,80,16,16,4,2,19,27,45,73,10,32,54,63,,,,,,,,
E2023_193,IST-BAR,2024-01-18,18:30:00,22,REGULAR SEASON,E2023,98,74,ANADOLU EFES ISTANBUL,FC BARCELONA,IST,BAR,"CAN, ERDEM","GRIMAU, ROGER",40:00,00:00,"HORDOV, TOMISLAV","FOUFIS, IOANNIS","TSAROUCHA, VASILIKI",SINAN ERDEM SPORTS HALL,15124,80,16,15,2,4,18,42,72,98,13,39,60,74,,,,,,,,
E2023_194,OLY-TEL,2024-01-18,20:15:00,22,REGULAR SEASON,E2023,89,72,OLYMPIACOS PIRAEUS,MACCABI PLAYTIKA TEL AVIV,OLY,TEL,"BARTZOKAS, GEORGIOS","KATTASH, ODED",40:00,00:00,"JAVOR, DAMIR","CORTES, CARLOS","UDYANSKYY, EDUARD",PEACE AND FRIENDSHIP STADIUM,12179,80,19,20,1,4,26,42,69,89,18,36,57,72,,,,,,,,
E2023_195,MCO-MAD,2024-01-19,20:00:00,22,REGULAR SEASON,E2023,98,74,AS MONACO,REAL MADRID,MCO,MAD,"OBRADOVIC, SASA","MATEO, CHUS",40:00,00:00,"LATISEVS, OLEGS","VILIUS, GYTIS","PETEK, SASO",SALLE GASTON MEDECIN,5000,80,20,18,3,5,33,56,80,98,20,40,54,74,,,,,,,,
E2023_196,PAN-PAR,2024-01-19,20:15:00,22,REGULAR SEASON,E2023,84,71,PANATHINAIKOS AKTOR ATHENS,PARTIZAN MOZZART BET BELGRADE,PAN,PAR,"ATAMAN, ERGIN","OBRADOVIC, ZELJKO",40:00,00:00,"GARCIA, JUAN CARLOS","MOGULKOC, EMIN","BOUBERT, MAXIME",OAKA Altion,18123,80,19,29,1,5,18,42,58,84,16,40,58,71,,,,,,,,
E2023_197,PAM-MIL,2024-01-19,20:30:00,22,REGULAR SEASON,E2023,84,72,VALENCIA BASKET,EA7 EMPORIO ARMANI MILAN,PAM,MIL,"MUMBRU, ALEX","MESSINA, ETTORE",40:00,00:00,"ROCHA, FERNANDO","ZAMOJSKI, JAKUB","VYKLICKY, ROBERT",PABELLON FUENTE DE SAN LUIS,6107,80,17,16,2,4,21,32,61,84,19,40,59,72,,,,,,,,
E2023_198,ZAL-ULK,2024-01-19,19:00:00,22,REGULAR SEASON,E2023,98,75,ZALGIRIS KAUNAS,FENERBAHCE BEKO ISTANBUL,ZAL,ULK,"TRINCHIERI, ANDREA","JASIKEVICIUS, SARAS",40:00,00:00,"BELOSEVIC, ILIJA","BISSANG, JOSEPH","BISSUEL, THOMAS",ZALGIRIO ARENA,15105,80,22,17,2,4,20,43,66,98,14,35,55,75,,,,,,,,
E2023_199,BER-RED,2024-01-25,20:00:00,23,REGULAR SEASON,E2023,89,80,ALBA BERLIN,CRVENA ZVEZDA MERIDIANBET BELGRADE,BER,RED,"GONZALEZ, ISRAEL","SFAIROPOULOS, IOANNIS",40:00,00:00,"PERUGA, CARLOS","ROSSI, MICHELE","POROBIC, DRAGAN",MERCEDES-BENZ ARENA,8579,80,23,24,1,5,18,51,72,89,16,36,54,80,,,,,,,,
E2023_200,MUN-ASV,2024-01-25,20:30:00,23,REGULAR SEASON,E2023,64,76,FC BAYERN MUNICH,LDLC ASVEL VILLEURBANNE,MUN,ASV,"LASO, PABLO","POUPET, PIERRIC",40:00,00:00,"JOVCIC, MILIVOJE","VILIUS, GYTIS","CORTES, CARLOS",BMW PARK,6046,80,20,20,4,2,19,29,50,64,20,40,59,76,,,,,,,,
