team_id_a,team_id_b,team_a_win,team_b_win,total_matches,dominance
PAM,PAN,4,2,6,1
PAM,PAR,1,1,2,0
PAM,RED,2,3,5,0
PAM,TEL,3,2,5,1
PAM,ULK,4,2,6,1
PAM,VIR,2,0,2,1
PAM,ZAL,1,4,5,0
PAN,ASV,4,1,5,1
PAN,BAM,5,0,5,1
PAN,BAR,9,11,20,0
PAN,BAS,9,3,12,1
PAN,BER,4,3,7,1
PAN,BUD,1,0,1,1
PAN,CAN,1,0,1,1
PAN,CED,1,0,1,1
PAN,CSK,7,7,14,0
PAN,CTU,1,0,1,1
PAN,DAR,3,0,3,1
PAN,DYR,2,1,3,1
PAN,GAL,2,0,2,1
PAN,GSS,1,0,1,1
PAN,IST,11,2,13,1
PAN,KHI,4,1,5,1
PAN,KSK,1,0,1,1
PAN,LIE,1,1,2,0
PAN,LJU,2,0,2,1
PAN,MAD,7,9,16,0
PAN,MAL,7,0,7,1
PAN,MAR,1,0,1,1
PAN,MCO,1,2,3,0
PAN,MIL,9,4,13,1
PAN,MUN,7,0,7,1
PAN,NAN,1,0,1,1
PAN,OLD,1,0,1,1
PAN,OLY,3,6,9,0
PAN,PAM,4,2,6,1
PAN,PAR,4,2,6,1
PAN,RED,8,2,10,1
PAN,ROA,1,0,1,1
PAN,ROM,2,0,2,1
PAN,SIE,4,1,5,1
PAN,SOP,2,0,2,1
PAN,TEL,10,5,15,1
PAN,TIV,1,2,3,0
PAN,ULK,13,4,17,1
PAN,UNK,1,2,3,0
PAN,VIR,2,0,2,1
PAN,ZAG,1,0,1,1
PAN,ZAL,10,3,13,1
PAN,ZGO,1,0,1,1
PAR,ASV,2,0,2,1
PAR,BAM,1,1,2,0
PAR,BAR,2,4,6,0
PAR,BAS,4,0,4,1
PAR,BER,2,0,2,1
PAR,BES,1,0,1,1
PAR,CHA,1,0,1,1
PAR,CSK,1,4,5,0
PAR,GAL,0,1,1,0
PAR,IST,5,2,7,1
PAR,KHI,1,0,1,1
PAR,LIE,2,0,2,1
PAR,MAD,3,6,9,0
PAR,MAL,1,1,2,0
PAR,MAR,1,0,1,1
PAR,MCO,2,0,2,1
PAR,MIL,2,2,4,0
PAR,MUN,2,1,3,1
PAR,NIK,1,0,1,1
PAR,NIO,1,0,1,1
PAR,NTR,1,0,1,1
PAR,OLY,2,2,4,0
PAR,ORL,1,0,1,1
PAR,PAM,1,1,2,0
PAR,PAN,4,2,6,1
PAR,RED,1,1,2,0
PAR,ROA,1,0,1,1
PAR,ROM,2,0,2,1
PAR,SIE,1,1,2,0
PAR,SOP,1,0,1,1
PAR,TEL,6,1,7,1
PAR,TIV,0,1,1,0
PAR,ULK,1,3,4,0
PAR,VIR,1,1,2,0
PAR,ZAL,4,0,4,1
RED,ASV,3,2,5,1
RED,BAM,1,1,2,0
RED,BAR,2,6,8,0
RED,BAS,5,4,9,1
RED,BER,2,4,6,0
RED,CED,1,0,1,1
RED,CSK,2,3,5,0
RED,DAR,0,2,2,0
RED,DYR,0,2,2,0
RED,GAL,2,1,3,1
RED,IST,5,3,8,1
RED,KHI,3,1,4,1
RED,KLA,1,0,1,1
RED,LIE,1,0,1,1
RED,MAD,3,6,9,0
RED,MAL,2,0,2,1
RED,MCO,1,2,3,0
RED,MIL,2,4,6,0
RED,MUN,5,1,6,1
RED,OLY,4,4,8,0
RED,PAM,6,0,6,1
RED,PAN,6,4,10,1
RED,PAR,1,1,2,0
RED,STR,1,0,1,1
RED,TEL,7,2,9,1
RED,TIV,1,1,2,0
RED,ULK,5,4,9,1
RED,UNK,1,1,2,0
RED,VIR,2,0,2,1
RED,ZAL,3,5,8,0
ROA,BAM,1,0,1,1
ROA,BAR,0,1,1,0
ROA,MAD,0,1,1,0
ROA,PAN,0,1,1,0
ROA,PAR,0,1,1,0
ROA,ROM,1,0,1,1
ROA,ULK,0,1,1,0
ROM,BAM,2,0,2,1
ROM,BAR,1,2,3,0
ROM,BAS,1,1,2,0
ROM,BER,1,0,1,1
ROM,CHA,1,0,1,1
ROM,CSK,0,2,2,0
ROM,JOV,1,0,1,1
ROM,LJU,2,1,3,1
ROM,MAD,1,1,2,0
ROM,MAL,2,1,3,1
ROM,MAR,0,1,1,0
ROM,OLY,0,1,1,0
ROM,PAN,1,1,2,0
ROM,PAR,2,0,2,1
ROM,ROA,0,1,1,0
ROM,TEL,1,1,2,0
ROM,ULK,1,1,2,0
SAS,BAM,0,1,1,0
SAS,CSK,0,1,1,0
SAS,DAR,0,1,1,0
SAS,IST,0,1,1,0
SAS,MAD,0,1,1,0
SAS,MAL,0,1,1,0
SAS,NOV,0,1,1,0
SAS,TEL,0,1,1,0
SAS,UNK,0,1,1,0
SAS,ZAL,1,0,1,1
SIE,ASV,1,0,1,1
SIE,BAR,3,2,5,1
SIE,BAS,3,0,3,1
SIE,BER,0,1,1,0
SIE,BES,1,0,1,1
SIE,BIL,1,0,1,1
SIE,CHL,1,0,1,1
SIE,CHO,1,0,1,1
SIE,CIB,3,0,3,1
SIE,CSK,1,1,2,0
SIE,GAL,1,1,2,0
SIE,GSS,1,0,1,1
SIE,IST,3,0,3,1
SIE,KHI,1,0,1,1
SIE,LIE,1,0,1,1
SIE,LJU,2,0,2,1
SIE,MAD,1,2,3,0
SIE,MAL,2,1,3,1
SIE,MUN,1,0,1,1
SIE,NAN,1,0,1,1
SIE,OLY,4,3,7,1
SIE,PAN,2,2,4,0
SIE,PAR,2,0,2,1
SIE,SOP,3,1,4,1
SIE,TEL,3,1,4,1
SIE,ULK,5,0,5,1
SIE,UNK,0,1,1,0
SIE,VIR,1,0,1,1
SIE,ZAL,3,0,3,1
SOP,BAR,0,2,2,0
SOP,BAS,0,3,3,0
SOP,BER,1,0,1,1
SOP,CHL,0,1,1,0
SOP,CSK,1,1,2,0
SOP,GAL,0,1,1,0
SOP,KHI,2,0,2,1
SOP,LJU,2,0,2,1
SOP,MAD,1,0,1,1
SOP,MAL,0,2,2,0
SOP,MIL,1,1,2,0
SOP,NAN,1,0,1,1
SOP,OLD,0,1,1,0
SOP,OLY,2,2,4,0
SOP,PAN,0,2,2,0
SOP,PAR,0,1,1,0
SOP,SIE,0,4,4,0
SOP,TEL,0,2,2,0
SOP,UNK,0,1,1,0
SOP,VIR,1,0,1,1
SOP,ZAL,2,2,4,0
STR,BAM,1,0,1,1
STR,IST,0,1,1,0
STR,KHI,0,1,1,0
STR,MAD,1,1,2,0
STR,MIL,1,0,1,1
STR,MUN,0,1,1,0
STR,RED,1,0,1,1
STR,ULK,1,0,1,1
STR,ZAL,1,0,1,1
TEL,ARI,1,0,1,1
TEL,ASV,4,1,5,1
TEL,AVE,1,0,1,1
TEL,BAM,2,1,3,1
TEL,BAR,8,7,15,1
TEL,BAS,10,4,14,1
TEL,BER,8,1,9,1
TEL,BES,1,0,1,1
TEL,BUD,1,0,1,1
TEL,CAN,1,0,1,1
TEL,CED,0,1,1,0
TEL,CHA,1,0,1,1
TEL,CHL,1,0,1,1
TEL,CIB,2,0,2,1
TEL,CSK,3,8,11,0
TEL,CTU,1,0,1,1
TEL,DAR,2,1,3,1
TEL,DYR,0,1,1,0
TEL,GAL,3,0,3,1
TEL,IST,6,5,11,1
TEL,KHI,5,1,6,1
TEL,LEM,2,0,2,1
TEL,LIE,1,1,2,0
TEL,LJU,2,0,2,1
TEL,LMG,1,0,1,1
TEL,MAD,9,8,17,1
TEL,MAL,2,4,6,0
TEL,MAR,1,0,1,1
TEL,MCO,4,1,5,1
TEL,MIL,11,1,12,1
TEL,MUN,6,1,7,1
TEL,OLY,5,6,11,0
TEL,PAM,5,0,5,1
TEL,PAN,10,5,15,1
TEL,PAR,6,1,7,1
TEL,RED,5,4,9,1
TEL,ROM,2,0,2,1
TEL,SAS,1,0,1,1
TEL,SIE,3,0,3,1
TEL,SOP,2,0,2,1
TEL,TIV,2,0,2,1
TEL,ULK,7,3,10,1
TEL,UNK,1,1,2,0
TEL,VIR,2,0,2,1
TEL,ZAL,10,2,12,1
TIV,BAR,3,1,4,1
TIV,BAS,1,0,1,1
TIV,CED,1,0,1,1
TIV,CSK,0,1,1,0
TIV,DAR,1,0,1,1
TIV,GAL,0,1,1,0
TIV,GSS,0,1,1,0
TIV,IST,1,0,1,1
TIV,KSK,1,0,1,1
TIV,LIE,1,0,1,1
TIV,MAD,0,1,1,0
TIV,MAL,1,0,1,1
TIV,MUN,1,0,1,1
TIV,PAN,2,1,3,1
TIV,PAR,1,0,1,1
TIV,RED,2,0,2,1
TIV,TEL,1,1,2,0
TIV,ULK,0,1,1,0
TIV,ZAL,2,0,2,1
ULK,ARI,0,1,1,0
ULK,ASV,5,1,6,1
ULK,BAM,3,0,3,1
ULK,BAR,6,9,15,0
ULK,BAS,12,5,17,1
ULK,BER,5,1,6,1
ULK,BES,1,0,1,1
ULK,BIL,0,1,1,0
ULK,BUD,1,0,1,1
ULK,CAN,1,0,1,1
ULK,CED,1,0,1,1
ULK,CHO,1,0,1,1
ULK,CIB,2,1,3,1
ULK,CSK,3,7,10,0
ULK,CTU,2,0,2,1
ULK,DAR,2,1,3,1
ULK,DYR,1,1,2,0
ULK,GAL,1,0,1,1
ULK,IST,7,5,12,1
ULK,JOV,1,0,1,1
ULK,KHI,7,0,7,1
ULK,LIE,2,0,2,1
ULK,LJU,2,0,2,1
ULK,MAD,8,7,15,1
ULK,MAL,3,1,4,1
ULK,MCO,4,1,5,1
ULK,MIL,8,4,12,1
ULK,MUN,7,1,8,1
ULK,NAN,1,0,1,1
ULK,NIK,1,0,1,1
ULK,NOV,1,0,1,1
ULK,NTR,1,0,1,1
ULK,OLY,9,6,15,1
ULK,PAM,4,2,6,1
ULK,PAN,11,3,14,1
ULK,PAR,1,3,4,0
ULK,RED,8,1,9,1
ULK,ROA,1,0,1,1
ULK,ROM,2,0,2,1
ULK,SIE,1,4,5,0
ULK,STR,1,0,1,1
ULK,TEL,8,3,11,1
ULK,TIV,1,0,1,1
ULK,UNK,2,1,3,1
ULK,VIR,2,0,2,1
ULK,ZAL,9,4,13,1
ULK,ZGO,1,0,1,1
UNK,BAM,1,0,1,1
UNK,BAR,1,3,4,0
UNK,BAS,1,1,2,0
UNK,BER,1,0,1,1
UNK,CSK,0,2,2,0
UNK,DAR,0,1,1,0
UNK,DYR,0,1,1,0
UNK,GAL,2,0,2,1
UNK,IST,2,1,3,1
UNK,LJU,1,0,1,1
UNK,MAD,1,2,3,0
UNK,MCO,0,1,1,0
UNK,MIL,3,0,3,1
UNK,MUN,1,0,1,1
UNK,NOV,0,1,1,0
UNK,OLY,0,2,2,0
UNK,PAN,1,1,2,0
UNK,RED,1,1,2,0
UNK,SAS,1,0,1,1
UNK,SIE,0,1,1,0
UNK,SOP,1,0,1,1
UNK,TEL,0,1,1,0
UNK,ULK,1,1,2,0
UNK,ZAL,2,1,3,1
VIR,ASV,1,1,2,0
VIR,BAR,1,1,2,0
VIR,BAS,1,2,3,0
VIR,BER,2,0,2,1
VIR,CSK,0,1,1,0
VIR,IST,1,1,2,0
VIR,LJU,1,0,1,1
VIR,MAD,0,2,2,0
VIR,MCO,0,2,2,0
VIR,MIL,2,0,2,1
VIR,MUN,2,0,2,1
VIR,OLY,1,2,3,0
VIR,PAM,2,0,2,1
VIR,PAN,1,1,2,0
VIR,PAR,1,1,2,0
VIR,RED,2,0,2,1
VIR,SIE,0,1,1,0
VIR,SOP,0,1,1,0
VIR,TEL,2,0,2,1
VIR,ULK,2,0,2,1
VIR,ZAL,1,2,3,0
ZAG,BAM,1,0,1,1
ZAG,CSK,0,1,1,0
ZAG,MAL,0,1,1,0
ZAG,PAN,0,1,1,0
ZAG,ZAL,1,0,1,1
ZAL,ASV,4,2,6,1
ZAL,BAM,6,0,6,1
ZAL,BAR,4,11,15,0
ZAL,BAS,7,5,12,1
ZAL,BER,6,1,7,1
ZAL,BUD,1,0,1,1
ZAL,CAN,1,0,1,1
ZAL,CED,1,0,1,1
ZAL,CIB,1,0,1,1
ZAL,CSK,2,9,11,0
ZAL,CTU,0,1,1,0
ZAL,DAR,1,1,2,0
ZAL,DYR,0,3,3,0
ZAL,GAL,2,1,3,1
ZAL,GSS,1,0,1,1
ZAL,IST,6,6,12,0
ZAL,KHI,3,3,6,0
ZAL,KSK,1,0,1,1
ZAL,LJU,1,0,1,1
ZAL,MAD,4,11,15,0
ZAL,MAL,4,0,4,1
ZAL,MCO,1,2,3,0
ZAL,MIL,7,3,10,1
ZAL,MUN,4,2,6,1
ZAL,NAN,1,0,1,1
ZAL,NOV,1,0,1,1
ZAL,OLY,8,7,15,1
ZAL,PAM,2,4,6,0
ZAL,PAN,7,6,13,1
ZAL,PAR,2,2,4,0
ZAL,RED,6,2,8,1
ZAL,SAS,1,0,1,1
ZAL,SIE,1,2,3,0
ZAL,SOP,4,0,4,1
ZAL,STR,1,0,1,1
ZAL,TEL,5,8,13,0
ZAL,TIV,0,2,2,0
ZAL,ULK,5,6,11,0
ZAL,UNK,1,2,3,0
ZAL,VIR,3,0,3,1
ZAL,ZAG,1,0,1,1
ZGO,BAR,0,1,1,0
ZGO,MIL,0,1,1,0
ZGO,MUN,1,0,1,1
ZGO,PAN,0,1,1,0
ZGO,ULK,0,1,1,0
